City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,yangjiang,21.85,111.9667,26.91,87,100,1.53,CN,1692049963
295,lekeitio,43.3666,-2.5007,21.94,90,89,1.26,ES,1692049964
296,ibresi,55.2961,47.0394,15.77,92,0,2.24,RU,1692049964
297,vila velha,-20.3297,-40.2925,21.97,94,75,1.54,BR,1692049964
298,conduaga,8.862,117.4893,25.42,85,82,0.84,PH,1692049964
299,naracoorte,-36.9579,140.7383,3.44,88,0,2.09,AU,1692049964
300,amga,60.8953,131.9608,15.4,98,100,1.28,RU,1692049965
301,jiangzi,28.95,89.6333,8.06,71,100,2.45,CN,1692049965
302,taskopru,41.5098,34.2141,23.32,53,21,2.3,TR,1692049965
303,san luis de la loma,17.2706,-100.8939,29.55,79,100,2.66,MX,1692049965
304,westport,41.1415,-73.3579,29.6,68,0,2.06,US,1692049913
305,zhezqazghan,47.7833,67.7667,17.68,33,10,3.03,KZ,1692049798
306,axim,4.8699,-2.2405,24.01,88,99,4.12,GH,1692049966
307,saskatoon,52.1168,-106.6345,31.99,27,75,3.09,CA,1692049775
308,prado,-17.3411,-39.2208,21.97,79,100,3.12,BR,1692049966
309,puerto carreno,6.189,-67.4859,26.99,78,40,2.57,CO,1692049967
310,cannonvale,-20.2833,148.7,18.66,75,24,1.78,AU,1692049967
311,bad oldesloe,53.8117,10.3742,20.2,85,47,0.97,DE,1692049967
312,tadine,-21.55,167.8833,20.59,56,15,3.15,NC,1692049967
313,tabas,33.5959,56.9244,23.76,17,0,2.54,IR,1692049967
314,bad kreuznach,49.8333,7.8667,22.54,85,24,1.0,DE,1692049968
315,las tablas,7.7667,-80.2833,27.32,99,100,1.46,PA,1692049968
316,kloulklubed,7.0419,134.2556,26.28,79,100,4.55,PW,1692049968
317,east london,-33.0153,27.9116,15.99,70,99,7.07,ZA,1692049726
318,isafjordur,66.0755,-23.124,12.15,55,100,1.08,IS,1692049718
319,arteche,12.2645,125.4048,25.03,90,93,1.41,PH,1692049782
320,berbera,10.4396,45.0143,31.76,51,3,0.33,SO,1692049969
321,shunyi,40.125,116.6453,23.97,100,0,1.0,CN,1692049969
322,kavieng,-2.5744,150.7967,26.47,82,99,1.89,PG,1692049969
323,churachandpur,24.3333,93.6667,20.07,100,66,0.69,IN,1692049969
324,plymouth,41.8334,-70.8328,29.01,64,40,5.14,US,1692049970
325,darwin,-12.4611,130.8418,21.99,83,40,4.12,AU,1692049970
326,kiruna,67.8557,20.2251,10.51,93,61,1.03,SE,1692049970
327,christchurch,-43.5333,172.6333,9.71,68,28,1.54,NZ,1692049746
328,portland,45.5234,-122.6762,42.75,24,0,6.17,US,1692049964
329,pedregal,8.3667,-82.4333,30.05,72,40,3.09,PA,1692049971
330,essaouira,31.5125,-9.77,25.72,75,0,2.06,MA,1692049971
331,santa ana de yacuma,-13.75,-65.4333,26.97,47,75,2.06,BO,1692049971
332,hastings,50.8552,0.5729,18.32,42,79,4.8,GB,1692049971
333,kourou,5.1552,-52.6478,25.03,90,80,2.01,GF,1692049971
334,ndofane,13.9167,-15.9333,29.89,84,100,3.99,SN,1692049972
335,alofi,-19.0595,-169.9187,25.94,89,75,5.14,NU,1692049793
336,fort collins,40.5853,-105.0844,27.7,35,0,3.09,US,1692049934
337,qalat,32.1058,66.9083,21.87,15,6,2.87,AF,1692049972
338,san antonio de pale,-1.4014,5.6325,24.54,82,99,5.34,GQ,1692049754
339,souillac,-20.5167,57.5167,23.21,78,40,3.6,MU,1692049972
340,nova sintra,14.8667,-24.7167,24.69,83,100,5.52,CV,1692049761
341,broken hill,-31.95,141.4333,8.5,75,2,4.36,AU,1692049973
342,javanrud,34.7961,46.5172,22.92,34,0,2.66,IR,1692049973
343,rongelap,11.1635,166.8941,28.88,74,42,6.27,MH,1692049973
344,yankton,42.8711,-97.3973,25.06,57,75,8.23,US,1692049973
345,harper,4.375,-7.7169,24.19,78,100,3.9,LR,1692049782
346,bodaybo,57.8506,114.1933,17.08,90,57,0.81,RU,1692049974
347,patong,7.8961,98.2966,27.79,79,100,8.73,TH,1692049974
348,olmos,-5.9847,-79.7453,26.61,50,100,4.2,PE,1692049974
349,kazanskoye,55.6448,69.235,11.02,77,32,3.18,RU,1692049974
350,kutina,45.475,16.7819,19.36,63,0,1.42,HR,1692049975
351,vidyayevo,69.3191,32.8049,16.26,95,100,3.18,RU,1692049975
352,tocopilla,-22.092,-70.1979,20.32,66,21,2.58,CL,1692049975
353,chenzhou,25.8,113.0333,24.45,95,91,0.88,CN,1692049975
354,visby,57.6409,18.296,17.68,82,40,4.12,SE,1692049975
355,preobrazheniye,42.9019,133.9064,18.98,95,100,5.99,RU,1692049976
356,djambala,-2.5447,14.7533,24.97,55,75,1.22,CG,1692049976
357,grain valley,39.015,-94.1986,25.24,67,100,5.14,US,1692049682
358,aioun,16.6614,-9.6149,33.97,47,72,5.06,MR,1692049976
359,woodward,36.4337,-99.3904,29.42,38,40,4.63,US,1692049976
360,nema,57.5067,50.5011,16.42,87,81,2.4,RU,1692049977
361,banda aceh,5.5577,95.3222,25.03,88,100,4.47,ID,1692049977
362,nabire,-3.3667,135.4833,24.73,91,83,1.16,ID,1692049977
363,el calafate,-50.3408,-72.2768,1.1,98,100,1.98,AR,1692049977
364,srbica,42.7467,20.7886,20.5,55,0,3.49,XK,1692049977
365,leticia,-4.2153,-69.9406,27.03,78,75,1.54,CO,1692049978
366,bembereke,10.2283,2.6634,20.95,98,99,2.04,BJ,1692049827
367,tangalle,6.024,80.7911,26.09,90,64,4.19,LK,1692049978
368,nadi,-17.8,177.4167,27.0,69,20,0.0,FJ,1692049734
369,tommot,58.9564,126.2925,15.61,96,100,4.2,RU,1692049978
370,derzhavinsk,51.1,66.3167,17.07,60,75,4.09,KZ,1692049979
371,zanzibar,-6.1639,39.1979,23.48,89,10,4.35,TZ,1692049979
372,ta`u,-14.2336,-169.5144,27.5,75,62,8.53,AS,1692049979
373,harstad,68.799,16.5293,14.66,98,98,3.58,NO,1692049979
374,mugango,-1.6833,33.7,24.49,53,96,2.37,TZ,1692049979
375,mil'kovo,55.6078,37.7956,19.22,87,96,2.67,RU,1692049980
376,antsiranana,-12.2787,49.2917,22.74,85,19,5.92,MG,1692049980
377,las khorey,11.1595,48.1967,32.73,46,14,3.83,SO,1692049980
378,luanco,43.6152,-5.7934,21.37,83,89,1.52,ES,1692049980
379,yoichi,43.2039,140.7703,23.12,77,80,1.37,JP,1692049980
380,proddatur,14.7333,78.55,28.55,57,100,5.02,IN,1692049981
381,saint-francois,46.4154,3.9054,22.69,83,0,1.54,FR,1692049765
382,tazovsky,67.4667,78.7,9.37,98,96,3.72,RU,1692049731
383,marka,1.7159,44.7717,24.72,89,34,6.2,SO,1692049981
384,olinda,-8.0089,-34.8553,23.85,88,75,3.6,BR,1692049789
385,joshimath,30.5667,79.5667,21.09,95,99,0.35,IN,1692049982
386,anna regina,7.2644,-58.5077,27.62,76,2,3.15,GY,1692049982
387,masterton,-40.9597,175.6575,8.27,68,17,4.12,NZ,1692049982
388,pierre,44.3683,-100.351,26.59,48,40,4.63,US,1692049956
389,aleksandrovsk-sakhalinskiy,50.8975,142.1561,16.29,70,100,3.65,RU,1692049983
390,corner brook,48.9667,-57.9484,16.09,94,100,2.2,CA,1692049747
391,rawlins,41.7911,-107.2387,24.94,13,0,2.06,US,1692049923
392,labrador city,52.9463,-66.9114,16.95,59,75,4.12,CA,1692049784
393,kralendijk,12.15,-68.2667,30.99,70,40,8.23,BQ,1692049737
394,nova vicosa,-17.8919,-39.3719,22.35,77,87,3.21,BR,1692049984
395,awjilah,29.1081,21.2869,26.18,53,0,6.36,LY,1692049771
396,belmonte,-15.8631,-38.8828,22.65,78,100,4.56,BR,1692049984
397,chakia,26.4167,85.05,27.19,82,100,2.19,IN,1692049984
398,rocha,-34.4833,-54.3333,13.47,64,0,3.0,UY,1692049984
399,surfside,25.8784,-80.1256,34.45,68,20,7.2,US,1692049985
400,antigonish,45.6169,-61.9986,23.64,91,59,3.14,CA,1692049944
401,balikpapan,-1.2675,116.8289,26.55,94,40,2.57,ID,1692049985
402,huntingburg,38.2989,-86.955,28.83,74,75,5.66,US,1692049893
403,howard springs,-12.497,131.047,21.95,79,11,2.42,AU,1692049986
404,arawa,-6.2132,155.5367,27.38,82,72,1.45,PG,1692049986
405,alice springs,-23.7,133.8833,10.75,58,24,2.06,AU,1692049986
406,bamboo flat,11.7,92.7167,28.05,83,75,3.09,IN,1692049762
407,aquidauana,-20.4711,-55.7872,26.0,48,100,1.85,BR,1692049986
408,kurchatov,51.6601,35.6521,19.23,82,31,1.96,RU,1692049987
409,rio grande,-32.035,-52.0986,15.06,74,5,3.79,BR,1692049792
410,yemel'yanovo,56.1681,92.6767,11.45,93,40,2.0,RU,1692049987
411,san luis,-33.295,-66.3356,20.77,20,80,0.79,AR,1692049987
412,haimen,23.1935,116.6142,26.94,89,56,4.37,CN,1692049988
413,yaring,6.8662,101.3689,24.71,89,89,3.94,TH,1692049988
414,polyarnyy,69.1989,33.4478,15.97,95,100,3.43,RU,1692049988
415,nsanje,-16.92,35.262,21.16,73,0,1.66,MW,1692049842
416,urangan,-25.3,152.9,18.65,70,0,6.49,AU,1692049767
417,quepos,9.4236,-84.1652,25.54,87,100,0.26,CR,1692049989
418,ostersund,63.1792,14.6357,13.25,100,20,3.58,SE,1692049989
419,broome,42.2506,-75.833,25.26,76,0,2.57,US,1692049989
420,east ballina,-28.8667,153.5833,15.44,88,90,2.4,AU,1692049989
421,pisco,-13.7,-76.2167,21.03,73,0,4.12,PE,1692049756
422,drayton valley,53.2168,-114.9854,23.85,59,52,2.77,CA,1692049656
423,belem do brejo do cruz,-6.1886,-37.5358,28.09,51,52,11.5,BR,1692049990
424,tual,-5.6667,132.75,25.65,76,95,8.8,ID,1692049990
425,indre arna,60.4247,5.4764,16.04,91,100,0.59,NO,1692049990
426,carnot,4.9409,15.8665,21.81,92,100,0.91,CF,1692049991
427,kuusamo,65.9667,29.1833,13.67,97,51,3.45,FI,1692049991
428,dakhla,23.6848,-15.958,23.01,83,0,10.8,EH,1692049991
429,oshkosh,44.0247,-88.5426,18.05,91,100,7.2,US,1692049715
430,seydi,39.4816,62.9137,20.19,19,0,4.95,TM,1692049991
431,port douglas,-16.4833,145.4667,20.55,68,79,1.62,AU,1692049992
432,izhevsk,56.85,53.2333,18.4,75,100,1.23,RU,1692049732
433,damghan,36.1683,54.348,20.88,23,0,3.63,IR,1692049992
434,new norfolk,-42.7826,147.0587,2.62,87,7,1.04,AU,1692049740
435,dapa,9.7594,126.0531,27.02,78,97,1.0,PH,1692049993
436,tonala,20.6167,-103.2333,29.17,37,47,0.14,MX,1692049993
437,queenstown,-31.8976,26.8753,9.2,75,53,2.02,ZA,1692049994
438,pathein,16.7833,94.7333,26.04,87,97,3.33,MM,1692049994
439,yeongdong,36.175,127.7764,25.32,92,9,0.46,KR,1692049994
440,port lincoln,-34.7333,135.8667,10.78,76,0,3.54,AU,1692049741
441,myrhorod,49.9685,33.6089,19.66,59,0,1.54,UA,1692049994
442,kirakira,-10.4544,161.9205,26.8,84,36,4.54,SB,1692049733
443,lihue,21.9789,-159.3672,29.77,62,20,5.66,US,1692049543
444,villa canas,-34.0057,-61.6076,18.29,10,85,4.03,AR,1692049995
445,kroya,-7.6331,109.2461,21.65,93,70,1.83,ID,1692049995
446,inarajan village,13.2736,144.7484,28.0,92,100,4.35,GU,1692049996
447,opuwo,-18.0607,13.84,17.73,30,12,2.04,NA,1692049996
448,pudasjarvi,65.3833,26.9167,12.01,97,48,2.13,FI,1692049996
449,san isidro de curuguaty,-24.5167,-55.7,20.15,68,96,1.13,PY,1692049997
450,noosa heads,-26.3833,153.15,17.41,49,3,3.0,AU,1692049997
451,huarmey,-10.0681,-78.1522,21.83,75,11,4.49,PE,1692049771
452,goulburn,-34.75,149.7167,4.88,99,96,1.34,AU,1692049791
453,mersrags,57.3354,23.1246,17.08,83,100,0.93,LV,1692049998
454,olyokminsk,60.3736,120.4264,15.05,88,38,1.91,RU,1692049998
455,salalah,17.0151,54.0924,27.05,94,100,1.54,OM,1692049998
456,magadan,59.5667,150.8,15.85,90,98,2.79,RU,1692049745
457,hassi messaoud,31.6804,6.0729,33.92,24,0,2.06,DZ,1692049999
458,maintirano,-18.0667,44.0167,22.77,78,15,4.02,MG,1692049999
459,brookings,44.3114,-96.7984,23.43,47,0,5.66,US,1692049999
460,fisterra,42.9049,-9.2629,18.75,91,35,2.34,ES,1692049999
461,maceio,-9.6658,-35.7353,24.69,73,40,3.6,BR,1692049999
462,port alfred,-33.5906,26.891,15.91,62,88,8.77,ZA,1692049756
463,salekhard,66.53,66.6019,14.93,91,96,2.47,RU,1692049765
464,coyah,9.75,-13.4167,25.53,94,100,0.65,GN,1692050000
465,barra de santo antonio,-9.4047,-35.5072,24.6,76,4,5.29,BR,1692049781
466,klyuchi,52.2667,79.1667,11.63,89,100,3.91,RU,1692049718
467,kangding,30.0513,101.9603,16.59,99,100,1.24,CN,1692050001
468,sinabang,2.4803,96.3801,25.05,84,97,1.44,ID,1692050001
469,zaozersk,69.4005,32.4476,15.96,94,100,2.87,RU,1692050001
470,lorengau,-2.0226,147.2712,24.57,92,100,1.23,PG,1692049786
471,chegdomyn,51.1167,133.0167,19.7,94,88,0.86,RU,1692050001
472,wellington,-41.2866,174.7756,11.99,74,4,5.14,NZ,1692049812
473,boende,-0.2167,20.8667,24.22,82,73,1.14,CD,1692050002
474,hami,42.8,93.45,22.5,30,82,7.91,CN,1692049795
475,lashio,22.9333,97.75,20.61,100,100,0.15,MM,1692050002
476,mitu,1.1983,-70.1733,25.23,96,81,0.73,CO,1692050002
477,putla villa de guerrero,17.0333,-97.9333,26.5,85,99,1.54,MX,1692050003
478,shakawe,-18.3667,21.85,16.39,28,0,0.67,BW,1692050003
479,port hedland,-20.3167,118.5667,14.03,94,58,1.54,AU,1692050003
480,hinigaran,10.2667,122.9,25.23,86,75,1.54,PH,1692050003
481,sao gabriel da cachoeira,-0.1303,-67.0892,25.36,93,58,1.08,BR,1692050004
482,porto novo,6.4965,2.6036,24.9,87,90,2.83,BJ,1692050004
483,horta,38.5333,-28.6333,23.9,90,17,1.79,PT,1692050004
484,escanaba,45.7453,-87.0646,21.65,64,20,2.57,US,1692050005
485,shilka,51.85,116.0333,19.95,68,94,0.54,RU,1692050005
486,nizhnesortymskiy,62.4397,71.7603,13.0,65,16,2.53,RU,1692050005
487,birjand,32.8663,59.2211,17.26,17,0,6.17,IR,1692049805
488,gamba,-2.65,10.0,21.29,94,57,2.69,GA,1692050006
489,jayapura,-2.5333,140.7,25.66,93,79,2.12,ID,1692050006
490,la'ie,21.6477,-157.9253,30.98,64,7,5.8,US,1692049796
491,nevers,46.9167,3.3333,18.02,97,87,1.07,FR,1692050006
492,abbeville,50.1,1.8333,16.98,72,99,1.45,FR,1692049847
493,cidreira,-30.1811,-50.2056,13.44,83,75,3.61,BR,1692050007
494,tidjikja,18.5564,-11.4271,33.62,35,100,6.69,MR,1692050007
495,maizuru,35.45,135.3333,26.54,87,100,6.81,JP,1692050007
496,tazacorte,28.629,-17.9293,23.54,83,15,6.69,ES,1692049743
497,rocky mountain house,52.3668,-114.9188,29.06,34,21,2.57,CA,1692049770
498,zouerate,22.7187,-12.4521,38.49,8,0,4.67,MR,1692050008
499,qusmuryn,52.4503,64.6311,18.9,62,100,5.71,KZ,1692050008
500,ad dindar,13.2,34.1667,23.41,85,100,4.68,SD,1692050008
501,harlingen,26.1906,-97.6961,38.36,64,20,6.69,US,1692050008
502,coalcoman de vazquez pallares,18.7833,-103.15,26.47,78,74,0.93,MX,1692050009
503,general acha,-37.377,-64.6043,19.91,25,100,4.68,AR,1692050009
504,island harbour,50.724,-1.2758,17.18,93,63,0.89,GB,1692050009
505,neelankarai,12.9455,80.2575,26.13,94,75,1.54,IN,1692050009
506,yeraliyev,43.2,51.65,27.4,32,0,7.65,KZ,1692050010
507,machico,32.7,-16.7667,24.35,73,40,6.69,PT,1692050010
508,la gi,10.6667,107.7833,25.85,88,29,3.21,VN,1692050010
509,sao domingos do maranhao,-5.5758,-44.3853,28.24,30,15,2.11,BR,1692050010
510,khorinsk,52.1657,109.7726,15.11,83,43,1.39,RU,1692050011
511,holualoa,19.6228,-155.9522,28.08,71,0,6.17,US,1692049757
512,floro,61.5996,5.0328,15.04,88,100,3.09,NO,1692050011
513,lluta,-16.0147,-72.0142,11.59,29,0,3.45,PE,1692050012
514,santo amaro da imperatriz,-27.6881,-48.7786,17.9,99,1,0.58,BR,1692050012
515,darovskoy,58.77,47.9564,16.06,95,59,1.03,RU,1692050012
516,chibougamau,49.9168,-74.3659,18.79,82,75,3.6,CA,1692049777
517,ceeldheer,3.8488,47.1806,24.54,91,36,7.27,SO,1692050013
518,yunak,38.8142,31.7322,27.59,24,63,1.32,TR,1692050013
519,necochea,-38.5473,-58.7368,13.03,70,66,3.14,AR,1692050013
520,labasa,-16.4167,179.3833,26.7,81,73,3.85,FJ,1692050013
521,chui,-33.6971,-53.4616,13.28,66,0,3.42,UY,1692050014
522,north bend,43.4065,-124.2243,37.36,60,40,6.17,US,1692050014
523,crane,31.3974,-102.3501,37.82,20,60,5.19,US,1692049721
524,la paz,-16.5,-68.15,11.99,44,75,4.63,BO,1692050014
525,weno,7.4515,151.8468,27.97,89,100,3.09,FM,1692049782
526,buurhakaba,2.8026,44.0781,23.55,83,19,4.52,SO,1692050015
527,arkalyk,50.2486,66.9114,15.71,49,64,2.82,KZ,1692050015
528,acarau,-2.8856,-40.12,25.78,79,60,7.65,BR,1692049542
529,kerikeri,-35.2268,173.9474,10.51,91,50,1.57,NZ,1692050015
530,miles city,46.4083,-105.8406,29.54,20,0,2.57,US,1692049762
531,bolotnoye,55.6717,84.3981,9.61,98,100,3.36,RU,1692050016
532,dalnegorsk,44.5604,135.5701,16.65,99,100,0.72,RU,1692050016
533,santa elena de uairen,4.6167,-61.1333,21.7,84,89,1.2,VE,1692050016
534,poronaysk,49.2167,143.1167,15.26,89,100,3.83,RU,1692050017
535,moree,-29.4667,149.85,15.14,70,97,2.58,AU,1692050017
536,cestos city,5.46,-9.5828,24.65,82,100,5.66,LR,1692050017
537,takayama,36.1333,137.25,24.09,89,100,0.68,JP,1692050017
538,sirte,31.2089,16.5887,26.23,62,0,6.82,LY,1692050018
539,quebo,11.3333,-14.9333,24.74,94,100,1.11,GW,1692050018
540,nishinoomote,30.7333,131.0,27.19,88,100,10.15,JP,1692050018
541,pedernales,18.0384,-71.744,33.09,47,33,5.75,DO,1692050019
542,ierapetra,35.01,25.7353,26.75,68,0,1.34,GR,1692050019
543,brindisi,40.5833,17.6667,25.99,63,5,1.93,IT,1692050019
544,keetmanshoop,-26.5833,18.1333,13.51,21,9,1.54,NA,1692050019
545,selfoss,63.9331,-20.9971,11.69,87,96,2.48,IS,1692050019
546,xining,36.6167,101.7667,14.39,94,100,1.18,CN,1692050020
547,javea,38.7833,0.1667,26.93,81,0,2.68,ES,1692050020
548,priob'ye,62.5206,65.5964,17.35,80,100,0.61,RU,1692050020
549,singkil,-7.9855,111.4161,20.47,94,76,1.81,ID,1692050020
550,baldeogarh,24.755,79.0681,25.28,80,92,3.5,IN,1692050020
551,makoua,0.0069,15.6333,23.41,86,54,0.55,CG,1692050021
552,susanville,40.4163,-120.653,32.68,23,0,4.12,US,1692050021
553,undurkhaan,47.3194,110.6556,15.17,89,3,2.01,MN,1692050021
554,kavaratti,10.5669,72.642,27.35,71,53,2.38,IN,1692049753
555,ilek,51.5271,53.3831,26.17,25,99,3.33,RU,1692050022
556,ottawa,45.4112,-75.6981,24.02,65,75,4.12,CA,1692049755
557,vernon,50.2581,-119.2691,38.75,17,0,1.54,CA,1692049911
558,kunszentmiklos,47.027,19.1258,23.27,42,0,1.73,HU,1692050022
559,strathmore,51.0501,-113.3852,34.92,22,2,3.6,CA,1692050022
560,nuku'alofa,-21.1333,-175.2,24.19,88,75,4.12,TO,1692050023
561,buka,40.8108,69.1986,14.27,34,0,2.49,UZ,1692049787
562,cumnock,55.4544,-4.2664,15.44,95,93,1.37,GB,1692050023
563,bemidji,47.4736,-94.8803,24.38,45,0,3.09,US,1692050023
564,itoman,26.1247,127.6694,29.21,97,40,3.6,JP,1692050023
565,svetlyy,54.675,20.1347,19.42,65,60,3.86,RU,1692050024
566,xiangyang,32.0422,112.1448,23.47,81,3,1.21,CN,1692050024
567,bosansko grahovo,44.1794,16.3639,18.69,75,0,2.05,BA,1692050024
568,bengkulu,-3.8004,102.2655,24.47,86,100,2.45,ID,1692049789
569,qarazhal,48.0078,70.7903,14.74,33,80,2.95,KZ,1692050024
570,tocaima,4.4582,-74.6343,35.76,30,7,1.53,CO,1692050025
571,fortuna,40.5982,-124.1573,20.51,78,20,6.69,US,1692050025
572,tchintabaraden,15.8969,5.7985,31.0,43,100,4.87,NE,1692050025
573,natal,-5.795,-35.2094,23.36,94,75,3.09,BR,1692049794
574,kibre mengist,5.8833,38.9833,17.51,68,100,1.4,ET,1692050025
575,aasiaat,68.7098,-52.8699,4.16,95,100,0.64,GL,1692050026
576,kruisfontein,-34.0033,24.7314,11.6,75,89,5.65,ZA,1692049733
577,chom thong,18.4174,98.6743,26.14,96,99,1.37,TH,1692050027
578,kuanda,56.3161,116.0806,17.24,80,100,0.49,RU,1692050027
579,yuxi,24.355,102.5422,16.92,95,13,1.26,CN,1692049775
580,visakhapatnam,17.69,83.2093,28.42,74,99,1.17,IN,1692050027
581,manay,7.215,126.5397,25.31,88,100,2.63,PH,1692050028
582,fauske,67.2588,15.3918,14.02,94,96,1.41,NO,1692050028
583,luderitz,-26.6481,15.1594,14.02,66,0,2.72,NA,1692049741
584,colonia,50.9333,6.95,23.87,77,0,2.06,DE,1692049731
585,papao,-17.75,-149.55,27.82,79,31,5.58,PF,1692050028
586,fort st. john,56.2499,-120.8529,22.94,31,75,4.12,CA,1692050029
587,arno,60.1167,18.6333,15.99,88,93,3.28,SE,1692050029
588,el matama,16.7095,33.3565,35.3,17,7,2.73,SD,1692050029
589,chilibre,9.15,-79.6167,29.74,68,99,1.12,PA,1692050029
